713,780,787,805,808,793,690,581
791,628,264,218,233,271,543,680
880,301,390,152,179,384,262,736
925,274,182,334,384,156,226,779
918,255,142,315,343,187,189,777
877,330,399,161,144,373,289,727
820,683,309,319,293,314,571,688
669,726,773,819,829,778,700,596
