Name,Absolute_magnitude,Argument_of_perihelion,Longitude_of_ascending_node,Inclination,Eccentricity,Semimajor_axis_AU
2008RQ29,18.46,215.547231,173.89486,6.806854,0.19351381,2.30896489
2015PB41,17.85,188.893208,2.164061,10.104679,0.17263117,2.36209581
2007DS59,16.57,127.878204,341.649843,8.891128,0.10667008,3.02992263
2013CL169,16.92,169.459802,69.804339,4.307298,0.09668937,2.8120322
2005EF286,15.11,257.837208,307.916782,23.718073,0.27372782,3.15995517
2006AE13,16.87,29.952524,90.832808,15.464792,0.05878085,3.00697534
2007HP38,18.63,275.367394,232.98695,3.260071,0.05001101,2.18938881
2006FK50,17.05,47.193425,141.264359,22.111887,0.2212627,2.30968848
2012FQ36,17.05,302.011171,169.088126,13.543171,0.24823255,2.76425848
2014WD23,16.42,108.132031,20.311209,7.404184,0.14577416,3.08185212
2006UL240,17.66,263.699755,235.637667,4.51161,0.01431231,2.55777886
2006XK12,17.34,119.909527,261.520499,10.459075,0.31462937,2.63995256
2007FR35,15.91,111.033137,136.920632,26.79434,0.21661239,3.11130763
2007RL234,17.80,196.9931,129.525954,6.087806,0.24611318,2.38039688
2008SC172,16.29,15.352654,334.374675,8.538867,0.14624863,3.11228339
2008TE163,16.46,232.739682,157.460566,14.589715,0.27309676,3.21005176
2010CG41,16.28,64.790371,142.330825,16.985648,0.17626311,3.13257763
2011HK67,16.14,11.971687,166.245351,15.400879,0.12064113,3.18640603
2012SW63,16.04,76.07004,204.300568,11.232309,0.07254507,3.12419496
2014QQ422,17.71,33.908112,345.43905,10.335127,0.20545357,2.58983194
2015XR96,17.29,249.047789,111.426913,6.922599,0.02243931,2.7633482
2008ER59,17.94,249.656771,338.311348,5.051376,0.20278948,2.56189851
2008RG32,16.95,12.862229,354.876417,10.800434,0.04721983,3.02516718
2013TD13,16.42,33.256471,27.134381,10.07982,0.10866474,3.12870501
2016BM55,15.37,238.219758,293.008242,9.89861,0.18272381,3.18738839
2007HB43,16.56,196.098283,46.297674,16.591481,0.13010048,2.73317923
2013TF10,17.12,207.911217,150.015113,6.980995,0.09069108,2.72816241
2008UD192,16.34,238.251116,208.210294,15.988118,0.21586064,3.1174793
2013TO46,17.52,294.807656,19.108788,6.313743,0.01872247,2.79011125
2015BM361,17.24,354.711513,70.93829,5.521054,0.05224245,2.7648477
2016JN29,17.50,257.457112,299.171423,8.044106,0.20850972,2.30315795
2003VC3,15.77,95.84928,264.162177,26.843727,0.46728867,2.73353062
2006RC103,6.16,84.863628,310.275542,17.153893,0.14906338,42.32057837
2007RB13,17.22,155.473249,175.826507,19.060567,0.31072285,2.73503435
2008RO47,17.93,270.626884,81.778093,0.877627,0.18142377,2.51525145
2008SB117,18.32,113.590823,223.680833,2.181344,0.18856557,2.59203742
2008UT36,17.59,162.889282,243.338136,5.183995,0.08513305,2.67273555
2015HM173,17.08,228.502153,322.215539,4.319916,0.07966848,2.57090251
2016GV238,18.08,88.273255,83.606421,7.97387,0.11091726,2.43359974
2005SB264,18.39,271.996517,68.508328,3.43494,0.19703333,2.39281392
2008HO50,18.45,75.465598,201.41457,4.330714,0.20593917,2.39502513
2009RF65,17.74,187.253045,40.366671,4.479854,0.07745156,2.2796676
2011SQ184,18.53,95.321163,196.497522,20.998142,0.1007081,1.87822989
2011WQ151,16.59,359.013342,354.240606,15.576948,0.161657,2.9946577
2006WK201,16.97,167.840842,297.15345,8.945675,0.06861511,3.01131241
2005ED213,17.97,12.315061,145.490494,1.37101,0.10627442,2.56945963
2008TH150,18.34,271.562256,140.980411,1.832958,0.17938221,2.41795563
2008UM52,17.86,316.185681,50.854821,8.587818,0.11628579,2.31186669
2010CQ106,18.13,235.216488,334.376512,6.806201,0.1299212,2.24648099
2010EC132,17.74,236.876262,27.744897,5.827821,0.19499196,2.32954603
2012VU98,17.85,316.188833,50.000871,9.367913,0.16372147,2.32158241
2013EZ83,17.23,180.930157,121.180432,6.061777,0.12518692,2.56973154
2013TN113,18.15,47.297673,204.135305,24.221626,0.11753991,1.97902695
2014EX45,17.92,278.086558,150.749839,12.199026,0.17395539,2.34826921
2006HS109,18.05,288.053062,216.55638,12.4189,0.13203433,2.39957656
2006SL100,17.75,223.399521,184.868779,1.604974,0.0707086,2.88438695
2006UT191,16.08,5.093864,344.598734,7.54204,0.2543965,3.09165308
2008GU28,17.72,106.340292,114.858972,3.166931,0.21344666,2.70904347
2009SX14,17.46,117.5027,192.745851,11.954647,0.26411581,2.64149079
2009WL5,16.61,264.722877,126.650816,15.936743,0.1869379,3.03542034
2014QR51,17.00,277.350147,142.983873,13.773369,0.10368241,2.64868629
2014UP169,16.62,220.798806,149.286986,12.117168,0.14138144,3.06955203
2014SH296,16.64,221.406771,235.518951,11.510458,0.13686967,2.68243825
2014WW448,18.27,99.188474,336.938105,4.087248,0.19912691,2.3097105
2005UM436,17.87,98.687977,213.92302,15.247387,0.21810209,2.54623931
2012LN15,16.72,347.83947,214.30292,12.720469,0.2351997,2.62247098
2012UB36,16.39,309.814814,48.510472,5.80945,0.18508746,3.20150251
2014SE216,17.55,268.924268,121.45167,7.298491,0.12119126,2.30022925
2014WJ94,17.88,160.781681,83.893624,5.001786,0.09963881,2.23345601
2015BV69,17.24,298.101389,222.417066,5.394341,0.00668927,2.69040053
2016GP173,17.89,347.838039,154.341528,4.991578,0.057722,2.53490264
2016GQ189,18.52,354.56281,122.444758,5.559749,0.10167044,2.25896598
2013GQ10,18.22,258.620932,177.321477,22.820457,0.11197672,1.97527321
2015BX98,17.87,336.94948,115.036817,4.537655,0.1071884,2.36879358
2015FT39,16.38,272.35208,34.474597,10.776132,0.05974033,3.00803995
2015GE24,16.71,210.398261,126.483531,11.360066,0.09497574,2.86914895
2017BP35,16.03,342.481594,137.544699,28.645831,0.14585235,3.1576295
2014DF4,16.44,135.897434,303.8733,13.52746,0.04648409,2.9649956
2014UX50,18.58,344.827385,41.642361,4.641066,0.17628747,2.16029993
2006WP18,17.22,139.959616,347.447067,4.47817,0.14148811,3.02266546
2009BT178,17.02,246.958046,334.156686,27.3039,0.42741006,2.67164084
2011DP25,17.82,65.793125,134.677849,3.465558,0.13535693,2.31891309
2004FJ8,18.10,41.054441,115.294841,4.004057,0.09873882,2.29160275
2008TW163,18.48,87.231428,318.675991,0.704694,0.16961024,2.58389139
2010RQ148,17.06,53.015107,304.297663,4.242044,0.14428888,3.06648977
2013BV70,17.55,305.772404,122.363056,8.744741,0.16138013,2.76616772
2014HA203,17.64,220.746081,90.451375,6.497422,0.14864884,2.56362768
2015QX10,16.72,209.280041,102.46466,12.280026,0.210694,2.47911734
2015TD96,16.41,131.199011,44.231656,8.322621,0.06775183,3.07692835
2015UQ2,17.67,49.567923,268.715026,0.517897,0.11346745,2.68714412
2010FO42,15.97,69.843066,169.198658,23.306655,0.10438783,3.12346982
2010UT109,17.90,271.757202,352.082468,6.741889,0.09173079,2.32177272
2014WB177,16.92,115.595719,196.672048,9.574195,0.10156531,2.97396581
2015ME141,17.42,144.722613,150.288614,4.587504,0.08593763,2.79838323
2015TS370,17.15,225.540564,107.022423,6.44335,0.17285747,2.80677404
2017DB12,16.94,8.672359,74.377858,7.041836,0.05908164,2.75829833
2017FR24,17.91,138.510562,278.696855,2.802164,0.04725205,2.59773702
2014WV508,9.37,110.789112,34.188585,21.210912,0.7096937,53.654194
2000DX67,16.03,21.960089,172.24525,9.193634,0.05924637,3.01091529
2001PU58,18.38,348.620356,344.169544,5.066362,0.23533201,2.24606354
2003TG29,17.19,65.316447,14.371059,9.136428,0.1474601,2.75300994
2005SM274,18.16,37.731308,246.566907,1.47798,0.20189777,2.38513787
2005UH303,16.86,202.7138,75.759017,15.028068,0.1624319,2.52104102
2005UU420,17.28,323.523917,49.283698,10.700895,0.12910058,2.70715372
2005UP456,17.40,359.609797,342.405654,1.660953,0.10084864,2.51941377
2007TB423,17.11,325.946258,42.120215,1.178348,0.18457997,3.11194707
2007TF448,17.24,175.00647,189.385386,1.916185,0.18131851,3.07740835
2009SG67,18.10,291.472781,74.893657,2.811744,0.22603157,2.62602183
2010MM50,17.25,304.132528,317.797102,7.778718,0.12757668,2.81148901
2011RS10,18.64,76.45291,296.687691,3.238873,0.23619421,2.28613146
2012PP45,18.33,37.787893,327.329336,20.858733,0.05614392,1.86584665
2012TO9,16.97,180.588479,224.673849,7.269775,0.30152424,3.07957845
2014EE40,16.88,146.944881,64.752436,10.496407,0.04297129,3.01587882
2014OR199,16.12,159.183097,110.699676,30.361324,0.20321307,3.1682387
2014WC409,17.40,291.041203,71.874983,12.94828,0.17693323,2.59968447
2015DB21,17.55,35.240522,80.606678,2.903403,0.11188055,2.85568341
2015MP144,16.65,88.818078,247.645605,8.043827,0.1124944,3.13813449
2016AL97,18.79,339.006076,99.373472,6.14817,0.13018441,2.24509639
2017OZ40,17.25,92.57716,173.954382,13.941941,0.04018365,2.58908531
2017SA37,17.10,352.560668,295.171797,11.39945,0.17183004,2.55877776
2017SR87,17.31,206.213741,182.616111,3.090706,0.18984021,2.62088948
2011UO116,17.63,80.260526,226.732312,13.003183,0.20910423,2.55483545
2014QT115,18.10,256.136666,134.3523,4.052739,0.1977247,2.5421883
2014SD323,17.30,100.235451,36.634704,13.432351,0.11977799,2.59929837
2010CB27,16.84,271.848965,137.286804,16.858546,0.09887932,3.12451205
2010CV149,17.99,268.089232,140.00254,6.031448,0.05457369,2.46083013
2010ET85,17.72,295.588735,177.583536,23.837954,0.26750741,2.41549847
2010FM138,17.09,141.866075,113.921174,10.234632,0.06506263,3.11149664
2013EK40,17.59,10.98508,45.640929,8.265821,0.19297406,2.51700593
2013HL55,17.90,99.857732,328.111051,3.688961,0.119143,2.6258975
2011UA102,17.97,33.152534,37.586681,15.090184,0.08520558,2.56448448
2012AZ11,17.02,116.910394,243.735011,13.242426,0.10701256,2.56940617
2013AD9,18.74,213.921379,100.902514,24.006067,0.02709388,1.87480058
2013CM54,18.84,237.505755,312.780877,17.132264,0.07810774,1.91391214
2013PR61,17.04,110.49539,171.979965,9.936534,0.05871919,2.9670308
2014QW538,17.41,79.29182,16.976995,9.039185,0.07403465,3.04863615
2014WR82,17.61,258.406121,132.078035,2.997668,0.08987533,2.73189474
2014WB284,17.83,190.262354,170.101998,6.982235,0.1280758,2.56085372
2014WG437,16.75,249.150333,265.856648,12.920568,0.11037456,2.8472763
2015BA567,17.18,52.979269,33.466089,11.955223,0.09386825,3.02459845
2015DY81,16.88,264.169863,91.287136,5.742803,0.11195866,2.98417122
2015DT113,16.79,48.791298,101.453574,12.396937,0.14703944,3.04776571
2015EF27,16.48,104.392083,320.421225,4.011559,0.08433184,3.14735448
2015RP26,17.50,307.373148,48.30089,7.067844,0.2162836,2.29441186
2015TD155,18.59,77.314534,196.496415,3.511514,0.16994751,2.20004181
2016EL59,17.40,102.549075,174.108292,14.598775,0.03403637,2.81559335
2016GK81,17.64,225.497861,142.025726,1.944612,0.08289043,2.89953309
2016GS128,17.05,35.334722,238.732954,4.230173,0.06646496,2.94361309
2017BY8,16.52,178.762957,265.354511,13.207611,0.12340632,2.78014436
2017DM84,16.84,87.414215,343.722569,21.76048,0.05161132,2.67012197
2018SL11,16.72,279.005214,78.866686,13.677897,0.25933164,2.72240042
2002AB211,15.99,184.589677,288.779182,8.283695,0.05913572,3.10810144
2002EE166,17.06,42.649169,49.511538,1.757119,0.12370844,3.18448185
2003LW9,16.76,100.150902,250.647047,9.192755,0.10620651,3.15931715
2005WT204,16.96,131.877189,211.404378,8.338838,0.0661621,3.11526991
2006SA305,16.95,29.902405,37.816699,9.085696,0.06024903,2.94166656
2007VY343,17.13,330.051796,47.646415,11.691907,0.13123036,3.02242916
2008RK166,17.43,247.425152,192.336211,3.430846,0.07337269,2.78316406
2012BY108,18.53,196.090775,7.847215,3.873858,0.20545366,2.54861811
2012FT2,18.68,311.630698,209.926481,5.561355,0.09890144,2.23879036
2012QJ37,16.27,125.333049,295.510475,8.933876,0.1115594,3.09423227
2012SF34,16.86,342.143491,355.07579,5.825341,0.01435185,2.76652966
2013ES31,17.96,221.871354,27.286799,7.847215,0.20078333,2.35990898
2014QF248,18.18,243.987228,48.77954,6.748173,0.12207929,2.41129758
2016CG281,17.43,140.03448,152.322194,13.90468,0.18010904,2.63883241
2016LA24,17.72,29.00222,156.08823,5.312283,0.26343733,2.70638007
2017AJ7,13.97,72.268859,271.241507,15.579879,0.12800262,5.201105
2017RJ31,17.44,75.510719,99.096576,3.476493,0.0224862,2.66811352
2017VA18,18.16,252.24652,19.158684,7.446509,0.08586197,2.29298539
2002TV162,16.46,260.718924,142.218735,15.623167,0.15156958,2.83749585
2003UZ347,18.01,313.089568,128.331014,2.387493,0.16677646,2.31469185
2006AM72,16.18,245.602927,129.465042,14.118023,0.10905564,3.1913138
2009DH120,18.15,63.508384,157.383357,1.728479,0.13130712,2.37319154
2009SA14,17.02,333.175309,341.379982,14.781384,0.14111858,2.52620437
2010RY188,17.29,7.052083,243.387863,6.015649,0.09828772,2.36852512
2010UK99,18.44,1.660857,221.913422,21.763193,0.03011816,1.95981695
2013YG132,16.92,256.589254,69.674037,12.64955,0.12085672,2.70428596
2015DF137,17.29,111.272685,19.266779,12.149415,0.13555546,2.66432679
2015PZ260,16.37,96.750692,322.211444,10.274273,0.10326088,3.03806074
2015TY240,16.25,152.319879,222.772345,11.44585,0.1231884,3.10018625
2016EZ213,18.61,354.152688,168.907324,1.406887,0.11179967,2.43245454
2016UE28,17.32,75.682434,331.662449,11.567891,0.29453214,3.00948196
2017QT65,17.18,183.264412,294.450913,11.421527,0.10162921,2.45064074
2001KG87,16.53,6.269676,17.53433,9.228124,0.06808753,3.17649167
2004RK284,16.53,130.707256,171.036979,21.456911,0.02431563,3.04790557
2006QH202,18.14,334.039759,16.683043,6.668642,0.12050619,2.30657931
2012BG168,16.80,162.053711,119.461383,10.565724,0.08724282,3.15128421
2014FS1,17.44,184.138977,102.275881,13.918014,0.15251152,2.69584741
2015DX280,17.28,344.871852,160.880746,2.878779,0.06954996,2.98774827
2015MH150,17.48,17.701924,139.169158,13.766482,0.11599329,2.56857228
2015PB332,17.36,7.679293,159.880117,11.629924,0.04798615,2.96408205
2016EE7,18.58,79.051006,41.302976,7.409437,0.04893787,2.29643437
2016TD69,16.78,112.160534,269.770756,14.138449,0.08160824,2.69231107
2016WN67,17.30,39.583196,98.854008,22.854015,0.08057893,2.60847308
2003HF63,16.57,277.368444,36.439912,24.443315,0.33191831,3.04917135
2004VN81,16.36,179.443508,89.366911,5.834298,0.20525505,2.52854555
2005DH4,17.15,128.313368,129.821432,28.53773,0.21838767,2.62700945
2005XS45,17.34,329.625048,33.122283,3.886229,0.12234512,2.98221267
2007CH81,17.48,126.832845,308.400363,23.650665,0.24766965,2.40655971
2002UF78,18.61,98.464459,317.006012,1.397114,0.21772073,2.30290349
2006QW122,17.14,159.926934,191.716284,12.694175,0.30426456,2.64028939
2006UG79,18.37,76.371441,292.706215,2.588024,0.19752493,2.5572508
2004BM64,16.64,34.389029,111.659986,8.271249,0.12494925,3.16187997
2003YJ188,16.81,57.641218,104.710145,15.276023,0.04968701,3.05244935
2005EO255,16.94,146.261771,174.072553,15.20825,0.15042353,2.98963261
2007HM11,18.57,159.953434,8.251944,1.562143,0.12821295,2.40094855
1996TC32,18.59,181.439827,149.088824,5.380679,0.27512654,2.34473795
1998SZ176,18.58,172.191569,191.401464,2.637463,0.19420253,2.32545097
1999VW25,24.84,354.624037,232.123371,10.78456,0.11159112,0.92941293
2000QS255,16.65,121.899014,310.127291,13.764888,0.20825348,3.10275669
2001DC117,16.97,57.360114,219.07436,9.602554,0.17939106,2.64849867
2001FX223,20.36,293.21725,185.933715,1.441566,0.04958477,2.56497512
2001FX227,18.60,98.277088,200.099026,1.311347,0.07923577,2.68807888
2001OX12,16.00,339.83479,298.499127,10.488014,0.30973108,3.15255906
2001PF68,18.73,118.738521,199.170921,2.053399,0.20331509,2.12595491
2001QB207,17.31,101.729603,257.726617,22.520718,0.41407725,3.15707266
2001YL163,17.49,229.888362,104.920566,6.232459,0.06005815,2.71253124
2002AQ213,17.11,107.15543,306.231147,14.868531,0.24019385,3.14634478
2002AH216,17.20,227.354671,317.051782,15.165709,0.15392772,3.18835322
2002GO104,16.45,32.134461,152.51689,11.266838,0.25204565,2.88158585
2002JP153,17.84,349.208178,219.001586,4.280358,0.17902294,2.98670868
2002KT11,17.84,72.694838,224.625429,10.100652,0.1795977,2.54675662
2002MN6,16.56,176.93062,117.470923,10.183095,0.14744342,2.76000402
2002OL32,17.67,46.746044,321.719411,10.869857,0.28465093,2.55658157
2002PP149,6.95,129.71797,159.579371,34.632323,0.09068067,41.2308169
2002QS151,18.07,1.915622,263.448625,1.50813,0.18898754,2.35367775
2002TN344,17.55,270.604119,58.794851,8.783995,0.29607361,2.7776931
2002UP61,18.41,65.624393,309.910761,7.522946,0.23560127,2.3417432
2003HW10,26.89,239.519838,37.657622,3.909524,0.53187758,1.79785092
2003SA394,19.28,337.28636,81.016206,5.048176,0.23698692,2.20128574
2003SY461,18.26,264.304316,170.023458,14.399491,0.36621616,3.06033234
2003UR25,25.55,45.471126,23.498727,5.903432,0.4992931,1.95018986
2003WH202,17.32,109.712061,268.684101,4.842661,0.08954925,2.92694842
2003WZ207,16.70,53.429823,254.576351,15.577085,0.25652038,3.12825516
2003XD,17.17,168.734997,247.326026,26.536942,0.18504189,2.21617055
2004BG173,18.86,305.768691,138.235887,4.866902,0.21257502,2.28111632
2004DV85,17.82,32.44603,106.478897,9.762423,0.14654516,2.39662552
2004JU58,18.34,331.325223,208.468024,12.439727,0.1810149,2.57989645
2004TN151,16.72,302.637906,15.798829,12.378794,0.12046936,3.17320067
2004VL116,19.10,249.387363,41.653983,1.683971,0.1857039,2.44576874
2005BM53,17.94,251.091798,152.470062,4.109576,0.12380582,2.51136275
2005EM164,18.63,60.454669,4.176183,19.108799,0.09642371,1.97576849
2005FV12,17.33,165.159246,192.197933,6.127405,0.01585398,2.76645311
2005GH194,16.68,320.57077,142.063581,11.08115,0.06483664,3.23158504
2005JM11,17.43,323.676759,170.378711,0.235257,0.15977265,3.13519114
2005PA32,17.67,102.659263,281.818198,1.009766,0.07689427,2.87080807
2005QL104,16.91,201.308322,191.437927,6.986981,0.25045033,3.03679579
2005QA206,17.90,57.043141,290.397258,11.557955,0.26888241,2.60987458
2005SC294,17.39,264.085116,112.624554,2.943164,0.09861715,2.72067659
2005TV143,16.24,82.568546,50.842639,8.136312,0.1471178,3.06683934
2005TE209,18.23,143.881903,200.440796,12.973935,0.27446662,2.65203496
2005UH164,19.47,66.661748,343.387558,0.75645,0.17512052,2.32433115
2005UL247,17.56,118.376857,224.564172,24.873876,0.07720878,2.75889226
2005UL286,16.58,346.253106,54.741955,9.778862,0.07128578,3.07912492
2005UK545,17.04,199.719728,228.900857,9.533644,0.07652365,3.1068307
2006BA201,18.22,272.141712,260.98692,3.796053,0.1286305,2.34339333
2006EW76,18.19,250.350371,18.239123,5.884116,0.12924506,2.20354526
2006EZ82,17.60,101.784867,5.852895,12.275199,0.15885383,2.61865353
2006HO156,16.93,145.367775,198.808332,9.960009,0.11448498,2.87968859
2006KB7,18.07,167.535314,59.876975,8.33542,0.16896846,2.56333395
2006KA98,15.97,277.826142,102.184665,11.799547,0.11881521,3.12254256
2006PD30,16.50,73.506011,261.748551,20.567214,0.30667436,2.7948995
2006QK67,16.75,171.765647,158.900273,11.121209,0.10671446,3.1370871
2006RV110,18.86,125.731695,188.65087,8.726873,0.0780032,2.54801169
2006SP1,16.23,95.901926,197.937865,4.350222,0.07999227,3.21661999
2006SS188,19.48,358.976252,13.595473,11.372261,0.27505313,2.4044869
2006SS219,18.74,188.361162,178.026386,7.209147,0.33166618,2.41925265
2006SD233,16.85,85.886456,208.21442,8.551391,0.13888781,3.15620023
2006SX430,17.04,184.214953,200.984695,17.373805,0.16418256,3.07981247
2006SJ431,18.61,128.130168,324.815823,3.915904,0.08621567,2.21747961
2006SX458,18.39,215.139534,192.487515,9.412812,0.26405826,3.06262602
2006TN14,19.12,226.491801,116.932615,5.605102,0.337094,2.34857863
2006TG114,18.13,282.788887,132.054161,10.310614,0.2444027,3.07735962
2006TP123,17.22,340.595465,56.855953,6.446177,0.15629765,3.00980766
2006TV134,17.17,79.568019,331.407939,6.588532,0.14257295,2.90243961
2006UU92,18.22,162.922047,206.288668,15.134138,0.25534659,2.74671557
2006UE122,19.57,184.427576,205.695945,21.834663,0.02645803,1.90646742
2006UJ151,17.01,88.698273,217.538389,10.315021,0.11082316,3.02658487
2006UV168,18.62,275.566265,59.425009,5.316824,0.0994926,2.37901624
2006UD269,17.52,207.577536,224.466976,16.399425,0.19658464,3.11662546
2006UG330,19.18,206.095858,167.718307,6.371436,0.17132186,2.35258975
2006UE373,17.32,317.513062,16.755615,4.853547,0.1679564,2.74774807
2006UY373,18.92,99.522962,41.082919,21.316738,0.03070774,1.88427264
2006WN235,16.74,290.10407,109.601649,7.236008,0.13083552,3.05046439
2007AG39,17.17,109.118978,237.196885,8.345135,0.09276057,3.15048661
2007BG105,16.59,85.656349,129.024904,11.340527,0.02952441,3.16924035
2007ER207,16.83,245.394955,101.506658,6.183608,0.13147348,2.73070157
2007ET238,17.41,102.262379,187.459005,7.462394,0.208049,2.75116834
2007EV241,18.03,258.597667,347.088633,2.845685,0.22766245,2.81583333
2007GU80,17.05,30.447877,192.295393,6.647914,0.01300772,2.76825929
2007HY48,18.56,136.783472,134.273382,1.795666,0.16443529,2.33907207
2007HJ60,18.36,234.358994,48.448981,2.076859,0.18369232,2.38957315
2007PY52,18.35,74.745399,175.518772,3.572056,0.16053594,2.52308279
2007RM79,18.00,334.836807,336.636652,4.537319,0.15326902,2.38107063
2007RN128,17.99,227.296423,169.710199,4.320613,0.19709505,2.78731355
2007RP146,18.34,164.223536,131.983311,1.252873,0.21127165,2.36327754
2007RX307,17.35,318.85656,52.518326,3.597999,0.1099661,2.67969781
2007RC369,18.58,345.094506,14.070785,3.424444,0.16403635,2.78956793
2007SS1,23.56,327.494474,33.276497,3.359226,0.53273647,2.20324438
2007SX27,16.95,334.835889,59.143967,5.159339,0.09593459,3.20539423
2007TM239,18.96,242.018613,77.632809,2.801034,0.20928119,2.29810389
2007TM293,17.94,45.014397,4.5844,14.734809,0.08888164,2.64250925
2007TX308,16.94,329.530191,10.688007,9.231488,0.04084501,3.09043237
2007TJ323,18.77,10.330604,350.832605,6.726688,0.15017994,2.33019353
2007TA496,17.26,63.455058,34.935305,22.587286,0.05027341,2.62056747
2007UA143,16.85,94.321133,30.737672,6.229693,0.02664499,3.1902346
2007VG335,16.22,278.296423,74.817546,10.921453,0.12687481,3.10547074
2007VY344,18.43,347.616542,82.629582,7.289237,0.2021094,2.3187873
2007VL374,16.80,242.506953,79.539828,13.318161,0.03452,3.06079359
2007XW63,17.80,224.167879,280.38196,2.949996,0.23713571,2.62134336
2007YG76,17.02,92.439528,317.869149,11.126952,0.25030764,3.02072771
2008AU6,17.63,35.792958,249.599687,6.297515,0.12598334,2.26255224
2008AV89,17.08,121.214548,137.05075,5.122401,0.0207182,2.79250013
2008CB79,17.90,44.416097,10.224067,4.195208,0.19725589,2.77379674
2008CW104,17.74,327.21158,95.140381,5.713248,0.04678503,2.78215699
2008DQ77,17.34,175.913889,95.566878,4.624106,0.06110707,2.74107916
2008EM50,18.13,100.530526,136.949726,3.834408,0.12339889,2.53766624
2008FP149,17.28,46.883734,132.586181,5.499948,0.13259333,2.98294429
2008GF45,18.83,6.449352,221.712098,4.724262,0.14460515,2.18768988
2008GB125,17.52,27.774377,79.109705,7.317679,0.21277431,2.72671135
2008GZ159,17.53,284.903192,29.7149,7.779434,0.20201528,2.9192975
2008GN169,17.70,18.63861,215.790042,2.63964,0.06879978,2.71864548
2008HH44,18.59,109.222414,62.797162,3.588267,0.14064747,2.29865564
2008JP24,26.69,125.435714,41.022792,1.135406,0.2777769,1.24928336
2008JX45,18.07,105.783818,141.541496,7.127357,0.07765877,2.22255771
2008JD51,16.45,170.319802,28.989701,18.996126,0.17404123,3.10879961
2008OS21,18.29,340.854417,345.350892,3.826063,0.199825,2.57993601
2008SE360,18.00,23.901616,61.386913,0.832232,0.1184173,2.944006
2008TV70,18.92,255.277379,125.319587,2.825032,0.21939046,2.31162188
2008TA188,16.85,147.14721,221.165038,9.479924,0.11020678,3.02712578
2008TJ238,18.08,280.560555,60.605224,6.243641,0.16027319,2.79594913
2008UL133,18.38,130.297653,235.660359,2.208959,0.20531025,2.33206767
2008UL167,19.39,200.312248,178.661105,2.072688,0.15677748,2.18471858
2008UT170,18.40,224.726199,142.173396,4.151317,0.20879139,2.73028375
2008UD218,16.73,219.59532,239.16301,12.145274,0.1688113,3.11753011
2008UY377,17.55,107.739978,19.492791,7.561952,0.14650236,2.58106872
2008UA383,16.61,43.415934,2.329057,10.529444,0.17766108,3.357138
2008UX390,16.84,99.328238,232.367916,8.889881,0.21390187,3.14692608
2008VS99,17.55,204.281793,211.20266,1.349973,0.06368101,2.8880744
2008WQ14,18.16,334.312587,42.188783,3.990717,0.13800901,2.42117186
2008WA42,17.23,23.457927,37.827833,3.302348,0.05721024,2.96463143
2009BB16,18.91,18.997622,119.016646,24.50463,0.0784982,1.89804978
2009BE40,17.46,85.211675,355.311005,3.654785,0.13305853,3.06328079
2009CA24,18.00,285.886916,299.810323,3.88444,0.17717944,2.40271254
2009CG64,18.47,337.96142,221.325776,0.661958,0.12369061,2.4013695
2009DX104,17.90,201.992816,2.592548,14.200395,0.18879609,2.60741453
2009FP85,17.53,269.40978,7.580967,3.677754,0.06869554,2.7600583
2009HX86,18.30,80.004055,89.76864,3.822224,0.11491728,2.43106405
2009OF,21.49,218.054176,126.879688,9.37155,0.59899736,2.35326587
2009OS28,18.21,149.628725,188.323126,5.415122,0.25947644,2.24970037
2009QW49,17.55,290.217101,117.396242,10.054325,0.18153376,2.73363603
2009QN56,18.46,2.533254,359.318846,6.71644,0.27191188,2.39112254
2009QG77,18.06,158.101287,178.135315,10.732483,0.23555728,3.14113754
2009RF77,17.23,5.523245,95.60164,6.065373,0.07831755,2.70861005
2009SL26,16.76,251.456491,191.719709,11.439749,0.13405915,3.03392611
2009SR76,17.62,262.230675,83.2986,5.744214,0.10684996,2.74734494
2009SU133,16.88,155.438093,164.391433,5.830521,0.19164064,3.10983028
2009SW209,17.06,289.254506,13.506547,16.676134,0.25353397,3.12263692
2009SE244,18.75,220.438601,153.856545,4.351549,0.20698692,2.40158438
2009SW294,17.04,240.887489,198.958329,4.326391,0.15021608,3.04861404
2009SH330,18.20,19.475417,5.242505,4.194419,0.17605415,2.24496018
2009TH58,17.32,54.004296,31.612923,9.685165,0.22462943,3.16695206
2009UT7,19.11,180.36845,118.09707,2.81724,0.23205601,2.25095969
2009UZ25,19.13,16.021528,36.913957,21.197326,0.12486831,1.82888734
2009UF112,16.25,125.984245,232.980612,8.696478,0.0873228,3.04500664
2009UG175,17.23,9.584321,81.486985,5.505521,0.03226443,2.79499137
2009WD192,19.06,142.17465,252.777621,1.7578,0.20431481,2.29591768
2009WL243,18.14,287.609347,199.846881,4.603026,0.1441457,2.31075172
2009XV5,17.98,244.400956,100.237905,4.181003,0.20829338,2.44546568
2010AF14,16.92,164.837705,122.615051,10.592341,0.03275225,2.98721144
2010AJ84,17.09,276.581917,82.895293,14.256472,0.30638905,3.18174961
2010CJ114,17.88,196.00117,78.998169,2.261271,0.17785879,2.35867268
2010CT198,16.67,284.49888,169.442496,17.927023,0.13859729,3.10599046
2010CO277,17.74,193.969266,136.616062,2.841014,0.07213973,2.84716318
2010EF92,17.71,239.470424,345.496685,13.381271,0.06070395,2.62678863
2010EF143,17.58,185.512397,116.392011,3.428731,0.20703774,2.40148382
