Name,Absolute_magnitude,Argument_of_perihelion,Longitude_of_ascending_node,Inclination,Eccentricity,Semimajor_axis_AU
2016PK265,17.52,292.465656,41.359333,8.453131,0.05771549,3.03117011
2016PU265,18.30,270.284749,101.564612,2.339101,0.19952056,3.13280385
2016QH,17.81,10.264315,278.38972,1.906196,0.158174,2.7131239
2016QT99,19.38,342.239351,355.295035,4.250561,0.16673434,2.27286988
2016RN77,17.20,154.334075,224.77808,9.365332,0.0994754,3.16318475
2016SK68,17.20,283.112299,103.737529,9.614833,0.222072,3.17933254
2016SH117,18.18,223.229947,37.213303,7.914374,0.13409758,2.26839641
2016TW36,16.67,341.292006,351.138995,10.331444,0.1029551,3.08347037
2016TZ154,18.27,81.714064,269.018789,11.35642,0.19855704,2.67877898
2016TY171,16.76,45.042402,12.37185,27.157667,0.08033846,3.15019076
2016TW187,16.73,278.296123,83.287403,17.518134,0.13196921,3.20089136
2016UC10,16.80,303.377031,338.935714,13.075609,0.0780694,3.16336573
2016UV39,17.18,75.396595,221.398038,16.596295,0.21606039,2.66706796
2016UB67,18.96,303.810141,96.479981,5.699234,0.24749419,2.36424851
2016UF157,19.83,319.98556,14.054233,2.41134,0.20383144,2.45633918
2016UJ174,18.91,76.575732,201.129828,5.413938,0.13867785,2.43788712
2016UW226,16.96,349.957859,219.585945,11.30996,0.13937283,3.25797431
2016UA251,18.15,36.786704,333.234876,16.846423,0.23431644,2.64180067
2016VW23,17.85,18.030407,73.483692,13.37739,0.29174816,3.0523779
2016VQ36,17.47,134.667634,268.779034,21.212622,0.11446913,2.58405282
2016WT62,17.03,261.929331,122.108327,12.346623,0.11418391,2.97807049
2016XM25,18.04,330.522795,85.756114,10.572409,0.29381361,2.73604304
2016XR35,17.45,311.536327,53.243077,16.583608,0.15821306,3.06209348
2016YH6,18.09,316.711907,92.720329,9.461697,0.21179088,2.45485586
2017BT59,17.72,265.84958,165.039779,11.804597,0.14893583,2.65479237
2017BU109,13.97,155.159078,188.61119,11.184196,0.08872376,5.18078468
2017BT180,17.27,283.928006,324.842307,6.84915,0.17262799,2.71515942
2017CM43,17.35,159.920333,124.294014,18.803268,0.19242065,2.54872762
2017DZ33,19.28,267.492147,321.372865,20.908254,0.2423122,1.95307947
2017DM119,17.25,177.067114,10.299594,15.812957,0.23827528,3.05618595
2017EN13,19.17,128.759198,155.499437,26.507043,0.11070781,1.88045499
2017FM45,16.47,114.944991,3.56511,21.776466,0.08750504,3.22216758
2017FH49,16.81,124.59433,164.963342,26.980414,0.17889583,3.10131779
2017FL175,18.59,313.18155,168.216177,11.738962,0.18348191,2.38026272
2017FS207,17.21,29.946109,81.842352,9.939128,0.0608003,3.16720132
2017FY216,17.90,197.694807,26.830744,16.952856,0.25728125,3.03913663
2017GE27,16.80,314.810901,275.592295,7.813002,0.07027116,3.12799515
2017HW17,17.17,60.092801,45.54402,22.752236,0.02781679,2.66451359
2017KV46,17.62,145.022407,87.96485,9.15198,0.14157018,2.75359318
2017KY48,18.19,158.089994,183.455249,18.955325,0.20827688,2.67994461
2017NO28,18.12,31.503365,307.73076,6.897207,0.17685202,2.63109182
2017OO70,19.30,218.548641,163.451382,7.518072,0.29876737,2.24510037
2017OV100,19.05,263.966556,65.06708,1.864203,0.29602969,2.25362124
2017OF103,16.58,262.820773,325.83684,26.43277,0.23595747,2.98437915
2017OW136,17.51,89.146728,340.541826,21.708311,0.03310172,2.66408068
2017OT146,16.66,159.293541,155.899358,23.95393,0.21208769,3.21647464
2017OE151,17.85,79.603979,282.936596,7.43174,0.06466632,2.85179251
2017PB26,19.80,349.258635,346.735448,10.493451,0.45248893,2.71611249
2017PO48,17.31,50.936819,325.81148,10.926592,0.16660799,2.6252691
2017QT45,17.58,71.818554,326.627557,0.22411,0.18970612,3.1171294
2017QD75,18.03,225.068668,151.835114,6.760154,0.15894509,2.69126747
2017RU92,19.69,268.454616,160.022207,4.40037,0.08547504,2.23022846
2017RP138,18.31,224.467728,109.432969,10.765322,0.21966168,2.57448754
2017RW152,19.26,236.595306,160.831977,7.271949,0.31610462,2.92605595
2017RG154,17.87,18.394379,337.331789,7.504626,0.10270934,2.86366517
2017SL1,17.62,132.964833,110.391593,4.717221,0.04355422,2.79328767
2017SA14,23.37,15.61244,356.022157,21.621168,0.12016061,1.42682763
2017SO28,17.71,221.009619,177.581344,5.448982,0.30917485,2.57697678
2017SU62,16.93,65.00945,182.235092,6.013506,0.02665041,2.83876493
2017SJ106,17.57,116.505022,255.133123,4.261613,0.28527623,3.08042678
2017SA151,17.95,68.05388,311.710369,13.060855,0.3447113,3.13067732
2017SR152,17.80,285.201309,53.784422,15.985345,0.21066742,2.73556367
2017SO240,17.71,185.83475,252.699467,17.834379,0.26170922,2.77476515
2017SD260,17.26,183.864456,161.449421,5.575596,0.08186149,3.05994211
2017SW265,18.83,207.670834,114.975716,7.407904,0.25825834,2.610823
2017SP293,17.39,178.001737,197.683954,8.894503,0.08868746,3.00870319
2017SH319,20.92,218.91419,188.659851,24.896107,0.34598703,2.2478511
2017SN327,16.94,65.16817,274.642328,8.583174,0.04041843,3.12991897
2017TY18,18.03,117.722651,281.07915,3.093636,0.11869045,2.68529076
2017TT38,18.51,59.515538,328.995285,11.703647,0.25637024,2.57738275
2017UM135,17.33,0.452117,41.161766,28.471982,0.13599818,3.11641823
2017VC69,18.55,12.87969,90.28994,3.21209,0.0585762,2.7218333
2017WP30,17.36,83.839538,76.63815,9.932412,0.09862006,2.77681174
2017YC43,16.97,309.883311,269.616255,9.05964,0.05209821,3.09474278
2017YU51,17.80,193.597702,227.475077,14.598343,0.19331066,2.59833992
2017YD58,19.76,24.916612,119.436646,10.196753,0.21197022,2.47099377
2018AZ34,18.83,89.253159,5.091057,2.327773,0.1669587,2.34912221
2018AD56,18.22,20.783814,42.367617,5.187337,0.24295711,2.56182786
2018BY24,17.04,198.769266,87.108119,11.752065,0.06249327,3.11760266
2018FW30,17.40,192.428014,62.787605,14.000763,0.25042343,2.63809287
2018FY34,14.34,133.518088,168.137498,28.49744,0.06332441,5.12551353
2018JZ2,21.72,319.162869,218.562873,24.828662,0.46447807,2.18644458
2018LB12,17.30,65.910357,251.479881,14.794159,0.24544681,3.13362315
2018NN50,18.68,262.316146,95.632624,2.392677,0.2000047,2.40268934
2018PQ44,18.11,5.272115,314.234029,5.511434,0.03319348,2.78432292
2018QF1,23.44,136.833198,152.671218,26.146216,0.2190678,1.27477742
2018RJ7,21.45,296.315557,135.987526,4.053245,0.64470839,2.67325715
2018RQ44,16.93,231.584411,145.302729,10.228838,0.1315031,3.03983753
2018TG59,18.70,52.196932,14.477656,1.565103,0.17321147,2.44678685
2018UC42,17.71,261.319256,84.786972,13.809858,0.22994564,2.68776785
2018UY45,19.46,323.967042,18.344656,5.721878,0.18156084,2.23177496
2018VQ56,18.91,143.68704,260.433594,4.793035,0.29083466,2.61217453
2018VU92,19.43,104.89415,252.616989,4.66475,0.37818572,2.60762444
2018VD100,17.34,170.111112,311.086392,1.967824,0.12628682,2.71970584
2018VT136,18.53,312.280624,44.154029,12.096319,0.20316174,2.59292171
2018WV1,30.22,145.869372,246.387275,1.65243,0.06031462,1.03965652
2018WL9,19.47,290.669527,102.88837,5.106161,0.21338172,2.19736502
2018XK23,17.63,115.351214,79.753873,13.380643,0.20313008,2.57548884
2019AJ13,28.21,83.331501,110.895356,4.467626,0.19445963,1.09994757
2019AA17,17.63,39.660982,40.928337,15.029087,0.17719093,3.00851879
2019AY108,16.82,21.195582,13.846406,15.901291,0.07269465,3.17394792
2019CJ1,25.00,11.501358,133.851459,10.376933,0.01641929,1.0717194
2019FA9,17.07,177.421622,23.5831,17.995371,0.14918169,3.18986304
2019GW67,16.95,87.766158,150.669358,27.341336,0.12899865,3.1451565
2019GW69,17.81,171.786587,178.327333,2.026868,0.08017677,2.87338535
2019GB72,17.38,243.477082,66.456155,10.994183,0.02799128,3.08324432
2019GX107,19.05,212.128623,6.722607,1.529122,0.12808445,2.31947419
2019GS108,18.47,263.80776,41.583204,10.013468,0.13825253,2.5672608
2019GS132,19.10,249.217351,314.045003,5.758618,0.12495269,2.26714761
2019JA73,17.12,229.02802,86.321161,12.016001,0.13147922,3.01151573
2019JL107,17.16,280.497637,126.507714,12.396775,0.06090325,3.10401085
2019JJ121,17.55,329.322296,227.272226,1.604075,0.150554,3.20671117
2019KU42,19.38,98.812814,203.705093,6.95162,0.19347442,2.25848548
2019KE60,19.46,67.951478,190.262872,3.946671,0.20143408,2.36430648
2019NP28,18.54,209.802768,135.477408,14.450953,0.20009634,2.64901513
2019NU33,19.63,198.530391,122.484669,3.197411,0.22712326,2.30529816
2019PB33,17.15,121.198433,172.342558,14.227284,0.17641856,3.21585977
2019PK33,18.40,218.409924,69.185828,3.166444,0.17133102,2.55898043
2019PT46,18.58,144.847673,228.983089,12.443228,0.17369574,2.58527468
2019PE62,19.35,300.749618,7.866132,4.83701,0.16581556,2.30645983
2019QN24,19.93,79.812654,256.127447,8.748969,0.31185635,2.32868902
2019QV38,17.61,342.215667,351.004039,14.629842,0.13858293,3.21598785
2019QO50,17.51,42.407761,279.080885,12.320295,0.17567239,2.69750264
2019RN7,16.87,16.360211,4.846898,18.595187,0.21979663,3.16628026
2019RY11,19.03,88.169857,313.436364,10.175609,0.30950887,2.64446908
2019SG5,23.31,339.946959,33.338686,4.572621,0.44867213,2.28773475
2019SB53,19.33,68.195071,353.400598,22.410509,0.15477699,1.88543844
2019SQ149,17.41,200.321594,149.274528,10.073215,0.09156934,2.86781939
2019SD163,18.71,15.772052,53.40799,7.5738,0.27772959,2.61628961
2019SC175,17.89,52.286644,6.145282,10.059164,0.00988216,2.64471837
2019SJ194,17.37,169.358208,87.013732,13.611845,0.12955895,2.63991298
2019TF63,18.11,230.102491,245.047524,13.179943,0.02434824,2.53137089
2019UF42,17.87,110.750475,47.755056,12.338985,0.14830287,2.74340821
2019UO76,19.59,258.328115,127.93924,2.714334,0.19865381,2.53049292
2019UT98,17.03,198.957319,143.423342,9.978491,0.11394304,3.10107551
2019WB5,24.28,70.607285,90.373064,8.82495,0.72882634,2.12887382
2019WH11,16.72,26.449008,109.174929,28.308432,0.07702593,3.12139958
2019YG2,25.32,174.77955,93.212682,16.084324,0.21440221,0.86188333
2019YP4,22.52,345.587518,134.781389,4.283003,0.39965962,2.00333848
2019YL17,17.33,292.936483,147.135526,26.616325,0.20311524,3.15785356
2019YV29,17.47,92.476536,335.290151,8.689631,0.08202382,3.16100084
2020BT20,17.97,351.9147,201.383846,8.375285,0.14806407,2.8246398
2020BC87,20.64,123.711767,297.808624,20.270311,0.11524435,1.70758864
2020BW119,17.69,83.379666,351.391085,21.699355,0.05768547,2.6804502
2020FZ13,18.32,76.451556,164.340852,29.451689,0.26399233,2.65603267
2020FL15,18.55,77.881395,109.875849,12.509739,0.23993301,2.67021023
2020HH22,18.08,171.762536,150.385821,16.739939,0.25326198,2.70012888
2020HM127,17.69,235.477036,70.567247,13.627638,0.19779478,2.72299095
2020KV15,18.83,200.468684,78.062783,6.908982,0.21103469,2.24982515
2020MX23,16.52,31.842351,286.365222,14.757241,0.27385223,3.95922074
2020OM38,18.59,20.722654,315.985717,13.001782,0.25510108,2.67807936
2020ON58,18.69,221.136305,142.810251,7.201072,0.2173209,2.41861903
2020OM75,17.79,64.904218,276.089821,8.134305,0.12842134,3.11451063
2020PV81,18.33,42.414621,5.681737,3.002045,0.08789722,2.74970364
2020PN87,17.67,284.289181,331.859264,13.515971,0.26701322,3.08773833
2020PN88,19.46,205.669837,164.718774,17.082539,0.16442709,2.58554493
2020QX86,17.89,251.134976,173.920554,6.917879,0.11388781,2.69708356
2020RB27,17.50,142.94,196.705287,9.664279,0.11194984,3.07855106
2020RL52,17.94,290.043739,65.219786,11.018098,0.09162554,2.7044927
2020RB71,19.45,103.462757,160.51044,1.479109,0.15489333,2.4060703
2020RS113,20.04,350.362693,23.717138,1.346262,0.19712986,2.35154213
2020SK19,18.48,185.333508,227.333519,9.284886,0.18033373,2.42981855
2020SV75,18.10,61.756961,18.260981,22.17824,0.04507021,2.66280766
2020SC83,18.17,50.39541,341.720364,3.270377,0.07326835,2.55917163
2020TX79,19.32,99.422813,323.272336,3.168952,0.10474099,2.19020383
2020VU26,17.83,359.912718,45.499431,6.831845,0.03316411,2.81451106
2020XD8,18.27,264.307406,106.000222,20.410014,0.14671139,2.18032733
2020YY1,18.77,326.309738,308.191439,17.71822,0.10204922,1.98363384
2021BZ14,18.97,3.132246,297.250674,18.279233,0.04504154,1.94459795
2021FS23,17.02,142.64591,6.426819,28.44454,0.30532641,3.78782984
2021FU34,17.72,325.510875,314.657193,6.536497,0.2037761,2.71328161
2021GX42,18.76,324.489911,238.597454,3.862122,0.12907679,2.38335715
2021GL96,18.98,71.455601,87.793038,3.562992,0.17702166,2.7147135
2021GB114,18.06,195.223268,335.389826,9.245349,0.13853472,2.57432729
2021GS146,17.54,156.63122,190.862676,8.939368,0.02736544,2.98172803
2021GS193,18.81,66.156329,139.927459,5.038451,0.09962096,2.37712893
2021HZ2,25.68,312.287711,207.21387,14.34344,0.43073165,1.58140644
2021JE14,17.32,163.790829,148.972714,17.975533,0.25233403,2.78589025
2021JD56,17.89,137.159439,117.087474,11.223175,0.16672075,3.17559585
2021JD66,17.69,82.368337,249.344611,11.495079,0.23495188,2.67347172
2021KG12,18.08,85.459079,194.279956,9.959258,0.22562473,3.12770625
2021MB23,18.77,118.295948,239.337577,12.454501,0.20369467,2.53369011
2021NJ3,18.71,188.616156,76.1849,6.510513,0.18566199,2.61574157
2021NL14,18.93,297.815608,359.212397,4.904432,0.2010061,2.23675256
2021NU25,18.52,246.937035,21.005535,3.289242,0.14695504,2.54731917
2021NW66,16.87,6.575883,359.951388,9.71324,0.05192993,3.13335304
2021OW12,18.71,206.606818,146.600582,5.577781,0.27859222,2.56804575
2021OL20,19.42,64.010535,263.491241,5.254476,0.29698624,2.38257108
2021PL8,18.83,83.219211,312.080846,5.21862,0.05540392,2.19466036
2021PJ32,19.27,187.273571,138.546314,4.975652,0.18631174,2.22901899
2021PL110,18.18,9.986231,353.947815,17.076738,0.20914348,3.13225049
2021PN127,16.75,96.698563,239.985016,11.169836,0.1586614,3.18415965
2021PZ140,19.21,199.794189,173.26534,5.963032,0.21329406,2.61159909
2021QT54,18.33,172.502909,140.860179,3.798256,0.1580707,2.65148974
2021QJ58,19.58,307.843861,4.650365,7.727015,0.1917136,2.19231073
2021RS17,17.09,321.242849,327.108855,8.202586,0.07291428,3.16739062
2021RA20,17.80,248.777339,154.339859,8.819929,0.21208231,2.79855325
2021RK37,14.94,1.925743,40.81745,3.971593,0.06005494,5.22732344
2021RN79,18.72,349.129658,1.92969,15.571818,0.20297907,2.69467989
2021RY99,18.07,172.88677,207.229996,10.860869,0.28491757,2.69408836
2021RD198,17.41,23.806561,347.268364,9.558873,0.12520635,2.97573347
2021RD208,16.76,60.254509,321.970228,21.966319,0.0672723,3.21629765
2021SS37,19.80,359.87305,21.843047,4.807451,0.23702877,2.32925654
2021SZ53,17.04,133.557204,264.029007,15.310166,0.07515323,3.19062154
2021SY54,17.13,225.814015,96.590883,13.135328,0.11544884,3.04536935
2021TA34,18.41,95.690993,13.141745,3.119857,0.08410229,2.61002423
2021TT78,19.15,271.868037,158.211887,1.14322,0.15894249,2.44697844
2021TB95,16.46,274.007917,176.011712,2.897704,0.15510404,3.9715207
2021TO149,18.52,77.892561,257.463273,7.007896,0.22595756,2.73075189
2021TO157,17.70,1.962135,6.520731,15.559544,0.1896242,3.1053647
2021UH12,17.75,163.235479,322.580003,7.077474,0.16497172,2.80009924
2021UT15,19.94,194.97046,198.447733,8.79483,0.3223263,2.72197624
2021UA75,17.54,126.833013,277.458916,9.298193,0.09856825,3.10453426
2021UT92,17.24,291.555926,162.385857,11.80615,0.01170614,3.17581814
2021VO21,18.87,168.364185,92.726861,24.007584,0.07869954,1.83926694
2021VN48,17.92,309.524206,326.914785,2.527432,0.03334844,2.62029404
2021VB49,19.68,18.526543,85.665455,21.091217,0.07173529,1.84784057
2021VB56,19.25,27.303577,41.746106,3.152096,0.13151587,2.32555389
2021VJ73,18.27,136.943855,223.843837,9.348929,0.14576531,3.08093041
2021VX73,18.27,320.105273,81.722775,11.022255,0.21537273,3.13670631
2022BP9,18.83,257.259565,259.387473,7.660473,0.14782053,2.40822888
2022BT20,17.31,176.446626,316.346936,30.35109,0.1381233,3.16613872
2022BF25,18.44,172.863896,325.601762,28.615865,0.16050199,2.58475134
2022CO36,19.18,107.84137,130.43118,7.01513,0.112904,2.3091992
2022EJ22,18.42,130.86218,80.30882,12.815183,0.21785821,2.61583072
2022GF5,21.14,160.7562,105.047695,7.649434,0.43288985,2.12102695
2022GZ22,18.89,30.800139,128.982594,8.597195,0.14712945,2.3388257
2022LC10,17.07,17.14776,262.176928,17.649761,0.13482474,2.99898211
2022MA1,22.53,225.771508,98.470018,22.348265,0.37160329,1.54414099
2022OO45,18.72,71.901851,317.156634,9.89658,0.13941714,2.29603852
2022PC22,17.70,52.984561,305.570798,16.663753,0.16463222,2.84708865
2022QA94,18.93,315.338839,348.004234,5.743413,0.30693158,2.66532399
2022QJ114,18.80,317.066211,304.07684,6.841006,0.10734076,2.35053561
2022QQ122,18.22,122.291365,250.69274,4.071415,0.13743396,2.79022351
2022QL126,19.20,94.735088,248.003346,3.918108,0.26266276,2.60131437
2022QQ152,17.28,218.389121,212.784464,21.59314,0.28688167,3.17636456
2022QQ153,18.11,38.197172,9.180923,32.727712,0.23673508,2.5616342
2022QS169,19.70,110.385921,255.778575,5.287577,0.13536204,2.27057591
2022QY169,19.01,251.918297,107.42378,12.543134,0.32229817,2.64083017
2022QE200,19.69,23.502539,323.043017,7.626845,0.23308612,2.20595815
2022QP202,17.95,41.035877,304.136576,12.406438,0.27003158,2.5696848
2022RF43,19.72,95.971209,303.438998,10.101876,0.30694144,2.64890906
2022RK48,18.73,94.128344,240.493694,13.318204,0.1643207,2.46391718
2022RJ56,17.84,352.263831,3.498947,15.736892,0.27711211,3.16571395
2022SW1,27.67,39.596237,357.041811,4.907979,0.52360946,1.94900181
2022SC74,19.60,312.146253,39.475485,2.822644,0.20883377,2.38341049
2022SO97,20.14,55.913266,7.122652,19.753569,0.10076572,1.96562442
2022SS100,17.94,193.561845,349.410391,12.036482,0.12277956,2.64755629
2022SM104,18.15,84.590385,237.237723,7.127913,0.2045089,2.81103667
2022SX166,18.65,295.014967,56.522036,22.990856,0.23587444,2.39011268
2022SA224,17.94,257.286462,156.975012,13.737273,0.0554259,2.79033403
2022SE231,17.67,102.798114,309.38811,11.37818,0.17243762,3.00147541
2022SJ240,19.34,259.74583,147.869301,2.660671,0.1925406,2.33791392
2022ST241,18.41,190.637543,190.821643,5.581642,0.25309749,2.54931165
2022UR3,21.81,159.334794,294.146759,6.437922,0.43574244,2.01915666
2022UR16,25.62,105.263127,275.212602,0.338046,0.62923055,2.70176779
2022UQ38,19.85,144.358861,268.281055,1.823155,0.15930233,2.26039538
2022US52,18.04,299.99235,96.309547,3.397636,0.18480608,3.1075027
2022UQ79,18.31,174.285081,205.728392,16.314463,0.33263801,3.07012172
2022UD81,18.40,331.460805,20.356306,4.947286,0.15686049,2.65438566
2022XO3,17.64,4.97298,141.857879,17.037599,0.23188783,2.77178562
